blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
19974877,1716977927,0xd30bf42125f05f616939fdbbc05e1de608f0111617d637035e2f3fa32fc02aff,203,0x074033e3bb3f23bbba44fb04392426568253220d5d8389b6478669e0d26ae740,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x85ff339d884ff56ba642fd6f91d084a133388759,10000000,USDC,USDC,6,64,115118,10000000000,113053,6720391,deprecated,2599337
19974997,1716979367,0xb86831e01e7337d118539f1877bd00f4ce468b88756fdaf5062f13f8c55e900a,245,0xacf71d49540fada799a9a8808c338d3b9645b29a85fa4c0a68d88c5724ce4918,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdaa3435c841dc490834f04abf5a90da461c7c4e2,10000000,USDC,USDC,6,94,102340,9538351771,100376,10866968,deprecated,2599217
19975001,1716979415,0x2e9aca99e19b69220a247badb1060def94595e10f942f32fa9baa98abae72c26,0,0x084b2c45128cb0a309885b8b06cd6ae42d61fa68b6f2188f0d7bfcdda940fa3e,0xdaa3e2c6b546db33cdb63fc09909cea2970cc4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,148,45362,9176864191,40348,23514902,deprecated,2599213
19975082,1716980387,0xe7f7381129f05eb1135c7279820f1ef94f1bbde9d4097d837da431b6e22a7ebd,0,0x5e4110c5f1049c1adeb7f1b6f5ba17372cdaf6a8268f9b80f42312b9c2ed33a8,0xdaa31c94ee1e9281de885fc7851dce9541bac4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,127,45362,8902194699,40348,9949504,deprecated,2599132
19975085,1716980423,0x9450b34d999c716773fc9b6887de42d1e1419796b21231533a61ccb365afb37c,0,0x19addc67a7f71ce4c7c2104386469812130d2a38ac51627af0148447a7d18165,0xdaa39c5a21636717ad7ab00e1175849a6b33c4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,202,45362,8933966801,40348,13046420,deprecated,2599129
19975090,1716980483,0xa37d879c173ab269abaf9d54d2643d07df35388de041ae3b17b97b286493ddf2,0,0xc3cb8c9161067c075b54af19392629de6678b8b42a1ebd6b56aceb7a7d943c57,0xdaa363487b7bf34649d27f6291a60659fe3cc4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,191,45362,8693383037,40348,15571655,deprecated,2599124
19975092,1716980507,0xec99b99000a3abafc2270b9c0ac8e822191d2b90aa5fbb12459e17a9500dc802,0,0xe50538d366c414dec08cfd892215bd4eab824c1045e3297511a860aeeacce2a5,0xdaa3698f04d4e665a5d2048797c901dc3ecec4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,348,45362,7907093545,40348,29726373,deprecated,2599122
19975094,1716980531,0xe93e513b2a148c027017b6d70fea2e1ffe9f784984a6d1c190abba92c6805786,0,0x7cfe2eb0d94aa6cf6a2adab252981ca8656b16ae659ac6442324670f6bb732bb,0xdaa3ad36603ab814a93cf8fa271621cbe53bc4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,160,45362,8777889992,40348,14452588,deprecated,2599120
19975097,1716980567,0xd8fca2b9414a407a2b2e9d1e72c1075a2c608fcfae8168481bc96ed6217a3c65,0,0xae444372c31c49c124e4490d12d6f7975b928a97b0d6840c6a56327b296e210c,0xdaa328774101c4254050bb9af6cac3d27368c4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,138,45362,8876317453,40348,13113700,deprecated,2599117
19975101,1716980615,0x3ad0bd1abe23c61486df85cc0267f24e42a77da4239e465bf7ee449211941029,0,0x8cb3418de096f65a63e9bd30ff30c376e82cf460e283b71df80c0867fc0d2df1,0xdaa37405c1f1bb3d13bdd5a1fa044cff7999c4e2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,121,45362,8866502276,40348,11053030,deprecated,2599113
19975183,1716981599,0x99437ca3fa3c03a2279cc76e5783f979389441dd7bdddeef76cee547dc8b9b1b,211,0x1156737dfbd4422a78e04d1dcd2c2d0409d1ee8285d2b8dcaa1218470986da1b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x54ed87d2e83fce80b8717f11c84005144a2796d1,74990000000,USDC,USDC,6,20,110022,12724148586,107998,5000311,deprecated,2599031
19975183,1716981599,0x99437ca3fa3c03a2279cc76e5783f979389441dd7bdddeef76cee547dc8b9b1b,211,0x1156737dfbd4422a78e04d1dcd2c2d0409d1ee8285d2b8dcaa1218470986da1b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdaa3435c841dc490834f04abf5a90da461c7c4e2,149990000000,USDC,USDC,6,20,110022,12724148586,107998,5000311,deprecated,2599031
19975183,1716981599,0x99437ca3fa3c03a2279cc76e5783f979389441dd7bdddeef76cee547dc8b9b1b,211,0x1156737dfbd4422a78e04d1dcd2c2d0409d1ee8285d2b8dcaa1218470986da1b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x85ff339d884ff56ba642fd6f91d084a133388759,224990000000,USDC,USDC,6,20,110022,12724148586,107998,5000311,deprecated,2599031
19988236,1717139435,0xa97468a0b1639f522886e7ae224283601aa9a2b1046fed587e246259744b7b3a,246,0xd2a65870cae7d62ac7422a2bca969b243f7e9524ca40f9adeeaa9238646678ad,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,1059550000,USDC,USDC,6,10,122325,10876780522,110217,2037087,deprecated,2585978
20039792,1717761359,0xb120abcebad1b9e1b306a6fe618630f4937172636412a2753c8767a0a6c13958,214,0x83beda11c5388c95e647989afd95fe3eb171a60f021853db5187b435dea97d08,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x70329444f2b33881d5de53a7af51f2485143ed3f,135000000,USDC,USDC,6,44,80368,13687707003,79470,3502686,deprecated,2534422
20089550,1718362151,0xd1b5c290b15c72c85d2e73861232e3b24c0e12016fdb6b501eaa43ae73bcd9ac,68164,0xd868498cbd4af56c4f80d47439980171d0a00bf47bbc10393fd8e43796f222f4,0x555ce236c0220695b68341bc48c68d52210cc35b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,101069430985,USDC,USDC,6,40,187333,7983005388,148572,4397391,deprecated,2484664
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22467370000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,6000000000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,5000000000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000000000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,5000000000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20089760,1718364671,0x8ced873839863d48852ad922524f659d403319cd030809dcbdfe4f92b1ef9f88,252,0x26040dc4960110ab40d1475252999e9b1e9543ec59be4e6546271c998e4c7e61,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000000000,USDC,USDC,6,35,252573,10000000000,246327,3367024,deprecated,2484454
20111307,1718624915,0x0b1e7880075cc1089752ab9b810894ea935176bdbff7d36cbbc92aa225e95956,253,0x8327651bb663b0bb0b102f559e024ac10b3b4ec56842c6ea3c49adec50a48857,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x348834d07fbb97e2b73fb4619a26abf592080e27,50000000000,USDC,USDC,6,119,98516,8000000000,96582,10082804,deprecated,2462907
20131416,1718868119,0xd0a0776bbf0ba235c4fd9fde301d087110b0570ae61e0a76b070034f249e1b54,71070,0x70deb21c284d215830cf3466d59d7a3b46e8a3d5028e041e8d8f425a95ecda88,0x555ce236c0220695b68341bc48c68d52210cc35b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,60311721848,USDC,USDC,6,38,187333,12747627703,148572,6570733,deprecated,2442798
20132284,1718878595,0x07de686ff0356f4fd6f43417a9fd740df5a2b92930be4fadacd5a59bd6d7c674,254,0xe06fe51cd76889905831a2f0d209bb9a57857c3e00232a077865830cadc1d415,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x77763143b15b916cf6d9851a07009a547ebb21c0,1350000000,USDC,USDC,6,94,98504,6838153907,96570,8310801,deprecated,2441930
20132339,1718879255,0x9894f7ef61c028206ede37cd90def7d3038b1e3b1504026f444811237b74e866,255,0xce17e67fa169846b72d1b1e0f50630037760aba572a767737d375ee727ff6fe2,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,11055870000,USDC,USDC,6,176,84213,8963099523,83300,14687230,deprecated,2441875
20161133,1719227159,0x690e89b0941128d9878a452afb53e5b31e3c4a3fed990d49f124aa0a8b2596e4,217,0x040cb43145004fcf2c1999032c33f259e2ccdc9a8674f155bb020531a2bdb39b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000000000,USDC,USDC,6,20,98492,5000000000,96558,3061387,deprecated,2413081
20190729,1719584243,0x08471e4ccaab176484a0e7e340962d23619bb4429bddb15b6a53a5c60f2e72dd,256,0x53b4fa4b823038d318def522d2e56db02707ca0a000ce31494528112b00a62cb,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4b85f34abc79c3fb2c82c4c84c1bf1adbcee2de4,2000000000,USDC,USDC,6,61,80368,8747717590,79470,6205296,deprecated,2383485
20198211,1719674615,0x3c3612a92d1c1709efec0cc23be95f4d4992fba98c67fbe17785b7f54ee7fab3,235,0x88e247ae4367061aad708c2f3837a9f0c6d1986a01cc374cdef2cb3dc0094e0a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,2500000000,USDC,USDC,6,12,102340,4762540912,100376,2455238,deprecated,2376003
20198267,1719675287,0xe8cbb0b2672446cffc50f67eb395d1fa0d756bea0599b0306cf6576a13f58671,236,0xf62cb28c85fd7f17afa8952e6c4fdf4ae7ec761c433127ff89932f4df787644e,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8340ab646553afb706f2eaaf839c548eb71accae,4000000000,USDC,USDC,6,19,102340,3874236409,100376,2616376,deprecated,2375947
20275495,1720607243,0xd77c9c60891fc5c159a269b45d15ea0691e6dc75c7aac4a883776f8af2e770ac,4,0x5f48dc5632a1df60cb117379c5380a00ff646b77f1f5ead1226ad1e5abbf5ed8,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,640000000,USDC,USDC,6,37,98504,5000000000,96570,5516582,deprecated,2298719
20277357,1720629671,0xbd3aa3deaa3cd0cf6b4c09188d06221bbe334210c03556165d7a1140b58d2668,237,0x1d6924c3edaa943c2797886fd9f83789811b70433da9e90ee43b763a2577919d,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,149922525148,USDC,USDC,6,192,68655,9679149371,40372,18502700,deprecated,2296857
20277425,1720630487,0xcd5d9322ed129a42bff9768b45e58a8da208d62ff888f60a8a16475664770b3e,10600,0xbc9421e0de3ad48dcad952f010ced5ecb99ebe8de70b1f22bc26fb644994555e,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9008d19f58aabd9ed0d60971565aa8510560ab41,40000000000,USDC,USDC,6,130,619920,9224833493,293917,12605587,deprecated,2296789
20310924,1721034563,0xa8b4a41b394f5ca505f09311f4ee15edd7598d4f6fc79fa07db268923b2259c6,7,0xdfe7f8f1f668a95d2786935374c7887e14227794d5a3714ee00de87441c96983,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,12739760000,USDC,USDC,6,16,98528,7000000000,96594,1580288,deprecated,2263290
20311363,1721039903,0x922cfa96f704dd4c8f08ed92beda492a2119733bb04e9eeabdef3f1046f7a19c,79721,0xfd517e8b4b98f2bd3ad7ea0a255600eb3908d21a4f3c1184891475d5e24316d9,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9008d19f58aabd9ed0d60971565aa8510560ab41,42000000000,USDC,USDC,6,24,1011488,5629388929,493470,6075245,deprecated,2262851
20311894,1721046287,0x0498527cfc74aee0a28db5e783e996aaecd149dd42a69af4aacde391b8a093b5,9,0xa3f2f2b87893ca819a1938c5810fa4e688eae652efd7b56fac1defe1de36fc0b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x518ef04d874437a23283094f622fa054b0a55344,7500000000,USDC,USDC,6,20,98516,4884375246,96582,4038756,deprecated,2262320
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22912050000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,5000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,6000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,5000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20312706,1721056079,0x67caab14a0454c5337c8ed6de28dc44f5e726e4be63f8565667f5a8068ad5aa8,11,0xe10d03697876df402535a13311deb4810b78ae8ea55b003911220016a84eba3a,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000000000,USDC,USDC,6,20,285952,18000000000,279184,2502424,deprecated,2261508
20368074,1721723783,0xf82d9d5070bf7220b1ce7392edf40740f0e8a6101f65e42a5d624d5544b71d37,86166,0x59e16948a3e6f6e4230b75f0074a32a810a45945bf710e355043a071e5e6a339,0x555ce236c0220695b68341bc48c68d52210cc35b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,150864663583,USDC,USDC,6,50,187333,8911467150,148572,8659838,deprecated,2206140
20368221,1721725547,0xf1d2dbbe456f5efcd2e5aac096bced2d211f9d44d3d406f9eee20e15c5ce8d6e,13,0x76010abc745a176b22c6018ca53090afb03d4a4eca548ac49ca23fa70ce3d7b8,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9b0e520786d8abd52e6fb6650ef5b97c185dd816,10000000,USDC,USDC,6,41,80368,6000000000,79470,6496329,deprecated,2205993
20368234,1721725703,0x2271787465518db917ddc93d815152eff9b0cf6bb6e7238f9bcbc667fd68719b,0,0x931c2df75a5ce28d3ba985e55f315820a035d955161a5ec05424bda4f3412c83,0x9b0e592d8779fc5bf0919a171961d9c7b777d816,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,10000000,USDC,USDC,6,150,45717,4775032504,40348,11101744,deprecated,2205980
20368234,1721725703,0x60fb1750ce57b0817189743418282a381460aff61753bc320481fa18aad0e3c7,1796,0x931c2df75a5ce28d3ba985e55f315820a035d955161a5ec05424bda4f3412c83,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9b0e592d8779fc5bf0919a171961d9c7b777d816,0,USDC,USDC,6,154,60785,4775032504,59978,11542429,deprecated,2205980
20368250,1721725895,0xaf988d9fd99284776beb4946bcfedbb2604c03583bd0f9715da1ee085245cbc9,0,0x8d6384853a89b18fdb4c7452d5f0cd62564c5c3fd0d9f1622b8960ec8af68afb,0x9b0e353cf298b932c87bff377060979b4e5dd816,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000,USDC,USDC,6,118,45528,4846787680,45148,9435931,deprecated,2205964
20368270,1721726135,0x6ef09b942f7b6e82f6c3a8866dc353381a96fe2acfcb3b40616d517609e2c67d,14,0xf20c7b0e62c8ef977126b775775b23d77773550e7ab1bd2af765170ec48eada5,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9b0e520786d8abd52e6fb6650ef5b97c185dd816,149990000000,USDC,USDC,6,15,80392,7565400293,79494,4305081,deprecated,2205944
20418281,1722329243,0x5ca378e6c80c66ffc5a6da86ed2610e69e525b8212768c980f5627ca7b897b66,259,0xa7580e19e752e35868ef3cd81353f7d9d19b69705e3176bf39e21c90a526c5d6,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1093000000,USDC,USDC,6,47,98492,7000000000,96558,9994456,deprecated,2155933
20418614,1722333371,0xca6e5879249b5efc6f7ebdb51771f508f51bedd4d10577616ded7141f879b99a,15,0x018e4c60654948802bae2fcb5c8f89b293d62e5b16034129739e70961d419208,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,2500000000,USDC,USDC,6,50,98504,45396342226,96570,3238670,deprecated,2155600
20490930,1723205147,0x0e74a15de487e3bc5d9a4cd74e55c4f9160ff5efadfdea4ff30d877afe54b46a,5007,0x9ccfb2672f824cd2fbc260b54400e035afd0311fb4a2f5bbd567df9bd916d607,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,49962235791,USDC,USDC,6,113,326488,2548137902,284008,11350581,deprecated,2083284
20518219,1723534175,0xbe699994dfb362db53f56000e42cf6ff9ab8759b4585f9365b3293789c121b8f,18074,0xfb8a9ac077b2112f095da0cdf9354c66f90697126f8324230c9a4254239aa0c7,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9008d19f58aabd9ed0d60971565aa8510560ab41,30000602097,USDC,USDC,6,181,716964,1181076470,324581,20674200,deprecated,2055995
20533244,1723715411,0x37af7911f076435ef1bd158c1fa1356af5f3e86c788e99d13b55edfc16206a06,96063,0x46789518977edb274a192aa75cf4aec55d521a298d708fdc3fd3f19262e2cff6,0x555ce236c0220695b68341bc48c68d52210cc35b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,99915566483,USDC,USDC,6,22,187333,3653929857,148572,4073900,deprecated,2040970
20534154,1723726403,0x16c0bf18d10c43ccbcee2b61f0733fda93e95d93385617f98937ec99076a8d5a,25,0x7b2adfb92b3595b0ab2a70e57d6c72e1efe1f40e0b486a0c03e923e305f8bcfd,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3063f51378fb862bc040408b39851a938b1bfe39,23027550000,USDC,USDC,6,149,264725,7989395398,258289,13929273,deprecated,2040060
20534154,1723726403,0x16c0bf18d10c43ccbcee2b61f0733fda93e95d93385617f98937ec99076a8d5a,25,0x7b2adfb92b3595b0ab2a70e57d6c72e1efe1f40e0b486a0c03e923e305f8bcfd,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000000000,USDC,USDC,6,149,264725,7989395398,258289,13929273,deprecated,2040060
20534154,1723726403,0x16c0bf18d10c43ccbcee2b61f0733fda93e95d93385617f98937ec99076a8d5a,25,0x7b2adfb92b3595b0ab2a70e57d6c72e1efe1f40e0b486a0c03e923e305f8bcfd,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,8000000000,USDC,USDC,6,149,264725,7989395398,258289,13929273,deprecated,2040060
20534154,1723726403,0x16c0bf18d10c43ccbcee2b61f0733fda93e95d93385617f98937ec99076a8d5a,25,0x7b2adfb92b3595b0ab2a70e57d6c72e1efe1f40e0b486a0c03e923e305f8bcfd,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,6000000000,USDC,USDC,6,149,264725,7989395398,258289,13929273,deprecated,2040060
20534154,1723726403,0x16c0bf18d10c43ccbcee2b61f0733fda93e95d93385617f98937ec99076a8d5a,25,0x7b2adfb92b3595b0ab2a70e57d6c72e1efe1f40e0b486a0c03e923e305f8bcfd,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,6000000000,USDC,USDC,6,149,264725,7989395398,258289,13929273,deprecated,2040060
